<s>/start,1.0
<**s>/end,1.0
The/at,0.06865117038761115
Fulton/np-tl,0.00249003984063745
County/nn-tl,0.00613221657194137
Grand/jj-tl,0.0036558615647087496
Jury/nn-tl,0.0002243493867783428
said/vbd,0.06641953605686551
Friday/nr,0.0351213282247765
an/at,0.03591298400351167
investigation/nn,0.0002821651913145617
of/in,0.28923898885819294
Atlanta's/np$,0.0015594541910331384
recent/jj,0.002608763571038038
primary/nn,9.842971790042849e-05
election/nn,0.00047246264592205677
produced/vbd,0.0010700500630565215
``/``,1.0
no/at,0.0160781551465409
evidence/nn,0.00131239623867238
''/'',1.0
that/cs,0.2898884523325656
any/dti,0.44026018486819585
irregularities/nns,0.00014519846815616095
took/vbd,0.016241831314250773
place/nn,0.003103817104460179
./.,0.8049737788185626
jury/nn,0.0004068428339884378
further/rbr,0.07529610829103214
in/in,0.1574205430697628
UNK/nn,0.03362359163478638
UNK/nns,0.055611013303809645
the/at,0.6358578589001521
City/nn-tl,0.009572240502542627
Executive/jj-tl,0.0012186205215695832
Committee/nn-tl,0.0064313490876458275
,/,,0.9999484146089828
which/wdt,0.6382018414876331
had/hvd,0.9936670071501532
over-all/jj,0.0005155041787081153
charge/nn,0.0006824460441096376
deserves/vbz,0.0021700800217008
praise/nn,8.53057555137047e-05
and/cc,0.7340919339009575
thanks/nns,0.0004718950215075231
of/in-tl,0.6790792146242384
Atlanta/np-tl,0.00099601593625498
for/in,0.06938118585994342
manner/nn,0.0008136856679768756
was/bedz,0.996124821537834
conducted/vbn,0.0014048312489292445
UNK/np,0.10334725606218818
term/nn,0.0004921485895021425
been/ben,1.0
charged/vbn,0.0013020387185197877
by/in,0.041655259380936976
Superior/jj-tl,0.0036558615647087496
Court/nn-tl,0.008151361052946456
Judge/nn-tl,0.0028417588991923423
to/to,0.9839790856683202
investigate/vb,0.000326477309826967
reports/nns,0.0011797375537688076
possible/jj,0.0058267593532765755
hard-fought/jj,3.124267749746153e-05
won/vbn,0.0007538118896693507
UNK/nn-tl,0.048758600059826504
Ivan/np,0.00011602274045712959
Allen/np,0.000435085276714236
Jr./np,0.0019433809026569208
Only/rb,0.0025778850372970602
a/at,0.2227870843924499
relative/jj,0.000671717566195423
handful/nn,8.53057555137047e-05
such/jj,0.014106068890103882
received/vbn,0.0032893609731026213
considering/in,0.00013273932485460897
widespread/jj,0.00045301882371319224
interest/nn,0.002093272000682446
number/nn,0.0030250733301398357
voters/nns,0.00032669655335136214
size/nn,0.0008727434987171326
this/dt,0.44244724796248747
city/nn,0.0016864291666940083
it/pps,0.2094450227359886
did/dod,0.9484240687679083
find/vb,0.011634464132015552
many/ap,0.09388783868935098
Georgia's/np$,0.0035087719298245615
registration/nn,0.0001509255674473237
laws/nns,0.0015790333411982503
are/ber,0.9858415163279287
outmoded/jj,6.248535499492306e-05
or/cc,0.10880348001379274
inadequate/jj,0.0004998828399593845
often/rb,0.00957108380868802
ambiguous/jj,0.00034366945247207685
It/pps,0.11121459486111872
recommended/vbd,0.000649673252570031
Fulton/np,0.0002030397957999768
legislators/nns,0.0002903969363123219
act/vb,0.0021963019024723238
have/hv,0.9872708757637475
these/dts,0.504312114989733
studied/vbn,0.0015076237793387015
revised/vbn,0.00030837759122837076
to/in,0.09045355368061259
end/nn,0.0023491892672235603
modernizing/vbg,0.00011177555468619013
improving/vbg,0.0008942044374895211
them/ppo,0.15866201591986406
grand/jj,0.00046864016246192297
commented/vbd,0.000611457178889441
on/in,0.047927192480317245
other/ap,0.17023734509556815
topics/nns,0.0001814980851952012
among/in,0.0025967130424682876
Atlanta/np,0.0008991762385427544
purchasing/vbg,0.0007265411054602358
departments/nns,0.00045374521298800297
well/ql,0.007784773898111047
operated/vbn,0.0006510193592598938
follow/vb,0.0026711779894933664
generally/rb,0.0031537955243527865
accepted/vbn,0.002261435669008052
practices/nns,0.0008167413833784054
inure/vb,5.9359510877630366e-05
best/jjt,0.28258706467661693
both/abx,0.8808219178082192
governments/nns,0.0009256402344955261
UNK/nn-hl,0.08843537414965986
proposed/vbn-hl,0.014598540145985401
However/wrb,0.005544466622310933
believes/vbz,0.005832090058320901
two/cd,0.09748474475368359
offices/nns,0.0007078425322612846
should/md,0.06934277210200306
be/be,0.995125786163522
combined/vbn,0.001130717834504026
achieve/vb,0.0015136675273795745
greater/jjr,0.09193054136874361
efficiency/nn,0.00030841311608800927
reduce/vb,0.0018401448372065414
cost/nn,0.0011549086900316944
administration/nn,0.0006758840629162757
Purchasing/vbg-tl,0.007518796992481203
Department/nn-tl,0.012114866886030511
is/bez,0.9910590105304987
lacking/vbg,0.0013971944335773767
experienced/vbn,0.001473359602535549
clerical/jj,0.0001405920487385769
personnel/nns,0.0012523367878468881
as/cs,0.25073386623312105
result/nn,0.0012861483138989324
policies/nns,0.001088988511171207
urged/vbd,0.0008025375472923912
take/vb,0.016976820111002284
steps/nns,0.0020509283627057734
remedy/vb,8.903926631644555e-05
problem/nn,0.002027652188748827
Implementation/nn,1.96859435800857e-05
automobile/nn,0.00026904122892783787
title/nn,0.0003346610408614569
law/nn,0.0018176687905612462
also/rb,0.027342035980693288
recommended/vbn,0.0009936611272914168
outgoing/jj,0.00012497070998984612
next/ap,0.030350766645662677
Legislature/nn-tl,0.002019144481005085
provide/vb,0.006351467663906449
enabling/vbg,0.0007265411054602358
funds/nns,0.0015790333411982503
UNK/vb,0.02009319443207788
effective/jj,0.001983910021088807
date/nn,0.0006365121757561043
so/cs,0.018922458564783452
orderly/jj,0.00029680543622588455
implementation/nn,3.28099059668095e-05
may/md,0.1036119378971925
effected/vbn,0.00034264176803152307
swipe/nn,1.31239623867238e-05
at/in,0.04104134000348441
State/nn-tl,0.018695782231528568
Welfare/nn-tl,0.0004486987735566856
Department's/nn$-tl,0.04155124653739612
handling/nn,0.0001509255674473237
federal/jj,0.001733968601109115
